Gene,Description,exo_K_I_normalized_values,exo_K_II_normalized_values,exo_K_III_normalized_values,exo_C_I_normalized_values,exo_C_II_normalized_values,exo_C_III_normalized_values,average_K,st_deviation_K,average_C,st_deviation_C
Hsd17b7,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,,,,0.6879749197200618,1.0996100375421571,0.9735167480304795,,,0.9203672350975661,0.17220050445117174
Soat2,Sterol O-acyltransferase 2,,,,1.1129439790910245,,1.004782330947709,,,1.0588631550193668,0.05408082407165771
Lancl1,Glutathione S-transferase LANCL1,,,,0.8716378218533589,0.869044159952125,0.940578654250435,,,0.893753545351973,0.03312727866908777
Me1,NADP-dependent malic enzyme,,,,,0.48527391261975616,0.9104059302184466,,,0.6978399214191013,0.21256600879934523
Enpp1,Isoform 1 of Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,,,,0.29420236710468084,0.32374757730583076,,,,0.3089749722052558,0.01477260510057496
Ifi204,Interferon-activable protein 204,,,,1.3934934030092474,,1.4117590632878376,,,1.4026262331485424,0.009132830139295112
Slc6a9,Isoform GlyT-1A of Sodium- and chloride-dependent glycine transporter 1,,,,0.6601632856430281,0.5305935272642618,,,,0.5953784064536449,0.06478487918938314
Arsb,Arylsulfatase B,,,,1.2953204997619356,,1.069518295882047,,,1.1824193978219912,0.11290110193994429
Stat6,Signal transducer and transcription activator 6,,,,0.23271726406835677,,0.31594234560152296,,,0.27432980483493985,0.04161254076658309
Dsc2,Isoform 2B of Desmocollin-2,,,,1.2037584761109146,1.1295949083102352,,,,1.166676692210575,0.03708178390033967
Dynll1,"Dynein light chain 1, cytoplasmic",,,,1.1022241174213223,1.15842552921936,,,,1.1303248233203411,0.028100705899018807
Kifap3,Isoform KAP3B of Kinesin-associated protein 3,,,,1.3074160513882045,,1.3118688375290295,,,1.309642444458617,0.0022263930704125023
Casp3,Caspase-3,,,,1.183217829295841,0.9681051366458571,,,,1.075661482970849,0.107556346324992
Nbr1,Next to BRCA1 gene 1 protein,,,,0.9302929922612333,1.0227726697516764,,,,0.9765328310064548,0.04623983874522153
Fhl1,Isoform 2 of Four and a half LIM domains protein 1,,,,0.835857479922304,0.9608717078514221,,,,0.898364593886863,0.06250711396455905
Polr2c,DNA-directed RNA polymerase II subunit RPB3,,,,1.234476851351357,1.142828299497956,1.2567641736074329,,,1.211356441485582,0.0493035554265188
Cxadr,Isoform 2 of Coxsackievirus and adenovirus receptor homolog,,,,0.2636979446546381,0.8880483775705098,,,,0.5758731611125739,0.31217521645793583
Aqp1,Aquaporin-1,,,,0.7607931899188572,1.2228458308798995,,,,0.9918195103993783,0.23102632048052113
Enah,Isoform 1 of Protein enabled homolog,,,,0.8262890195351753,1.0578708132683143,1.034684698415142,,,0.9729481770728773,0.1041347855673837
Zc3h18,Zinc finger CCCH domain-containing protein 18,,,,1.2611836279216273,1.222920353630538,,,,1.2420519907760825,0.019131637145544667
Ppp4r2,Serine/threonine-protein phosphatase 4 regulatory subunit 2,,,,0.6036376625515532,0.7915370740888075,,,,0.6975873683201803,0.09394970576862716
Ankrd33b,Isoform 2 of Ankyrin repeat domain-containing protein 33B,,,,1.6091977542321323,0.9574344851709874,,,,1.28331611970156,0.32588163453057245
Ppm1h,Protein phosphatase 1H,,,,1.2623903261814295,,1.1713354933506015,,,1.2168629097660155,0.045527416415414024
Phactr4,Isoform 3 of Phosphatase and actin regulator 4,,,,1.1005230570791744,,0.9302122692786313,,,1.0153676631789028,0.08515539390027155
Synrg,Isoform 2 of Synergin gamma,,,,1.3921660656081194,,0.6476049576204483,,,1.0198855116142838,0.37228055399383553
Kat7,Isoform 2 of Histone acetyltransferase KAT7,,,,1.3226513537536586,,1.2316245706397688,,,1.2771379621967136,0.04551339155694489
Cnot7,CCR4-NOT transcription complex subunit 7,,,,1.3501862929969124,1.4047916253963046,,,,1.3774889591966084,0.027302666199696124
Commd3,COMM domain-containing protein 3,,,,1.336832589790324,1.190809660437587,,,,1.2638211251139555,0.07301146467636843
Tent4b,Terminal nucleotidyltransferase 4B,,,,5.698228826837482,2.9848334996551835,3.61277562919673,,,4.098612651896465,1.1597864055830829
Kdsr,3-ketodihydrosphingosine reductase,,,,3.266525519409642,0.23072959647572652,,,,1.7486275579426842,1.5178979614669577
Szrd1,Isoform 2 of SUZ domain-containing protein 1,,,,1.074336127004237,1.1443683282792148,1.251875569357358,,,1.1568600082136031,0.07301641344452031
Ano6,Anoctamin-6,,,,1.0062613329329901,1.1858511982375926,1.0889828527573855,,,1.0936984613093228,0.0733930407829091
Armh3,Isoform 2 of Armadillo-like helical domain-containing protein 3,,,,1.3347816274888766,,1.1775032905186573,,,1.256142459003767,0.07863916848510966
Rigi,Antiviral innate immune response receptor RIG-I,,,,1.0472043518204284,1.1112652998928267,,,,1.0792348258566276,0.032030474036199186
Zc3h4,Isoform 2 of Zinc finger CCCH domain-containing protein 4,,,,1.2606172860999387,,1.3673499534407478,,,1.3139836197703434,0.05336633367040455
Mycbp2,Isoform 2 of E3 ubiquitin-protein ligase MYCBP2,,,,,1.2243913709899834,1.2922876096438658,,,1.2583394903169247,0.033948119326941195
Clasp1,Isoform 2 of CLIP-associating protein 1,,,,0.3619288903482583,0.5428602511096728,,,,0.4523945707289656,0.09046568038070726
Usp8,Ubiquitin carboxyl-terminal hydrolase 8,,,,0.6283391969554621,0.3307843179099102,0.7344966907234258,,,0.5645400685295994,0.17087747380624235
Col14a1,Isoform 2 of Collagen alpha-1(XIV) chain,,,,0.8332238644828711,1.1458773188352214,0.3755862152272082,,,0.7848957995151001,0.3163213529224772
Rraga,Ras-related GTP-binding protein A,,,,1.0398226091058296,1.045856962157243,1.3478958104434864,,,1.1445251272355197,0.14382588882753025
Trmt61a,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A,,,,1.082709161704608,1.1689338713555493,,,,1.1258215165300787,0.0431123548254706
Xylt1,Xylosyltransferase 1,,,,1.4432158667699437,1.5448857208348725,1.3514602189453184,,,1.4465206021833783,0.07900019895511268
Pgghg,Protein-glucosylgalactosylhydroxylysine glucosidase,,,,0.14091548021758712,,1.0062442518505859,,,0.5735798660340865,0.43266438581649935
Gpr89,Golgi pH regulator,,,,0.2480423109730809,0.9198403580880894,,,,0.5839413345305852,0.33589902355750423
Pwp2,Periodic tryptophan protein 2 homolog,,,,,1.284205935495351,1.264489815785127,,,1.274347875640239,0.009858059855112011
Snx17,Sorting nexin-17,,,,1.2574501129695927,,1.0355429378019005,,,1.1464965253857466,0.1109535875838461
Srek1,Isoform 2 of Splicing regulatory glutamine/lysine-rich protein 1,,,,1.2243365905040169,1.308787124543543,,,,1.2665618575237798,0.042225267019763035
Cwc22,Isoform 2 of Pre-mRNA-splicing factor CWC22 homolog,,,,0.6756102798243455,0.8848635765693705,,,,0.780236928196858,0.10462664837251251
Slain2,Isoform 2 of SLAIN motif-containing protein 2,,,,0.468920789373394,0.751564265942167,,,,0.6102425276577805,0.1413217382843865
Mcfd2,Multiple coagulation factor deficiency protein 2 homolog,,,,0.815818398008456,0.38602629780587966,0.19346479021735818,,,0.46510316201056456,0.2601549104181117
Rfc3,Replication factor C subunit 3,,,,1.3535408040174028,,1.3808664071659773,,,1.36720360559169,0.013662801574287231
Eml3,Echinoderm microtubule-associated protein-like 3,,,,1.0446251451182282,1.2302351555741002,,,,1.1374301503461641,0.092805005227936
C8g,Complement component C8 gamma chain,,,,0.8731002847826628,0.5866702409020152,,,,0.729885262842339,0.14321502194032376
Parn,Poly(A)-specific ribonuclease PARN,,,,,1.3791340639616914,1.4396946308130645,,,1.409414347387378,0.03028028342568656
Retreg1,Isoform 2 of Reticulophagy regulator 1,,,,0.7771382916354181,,0.8004573374220204,,,0.7887978145287193,0.011659522893301133
Ciapin1,Anamorsin,,,,1.3533716831220932,,1.1051450783389638,,,1.2292583807305286,0.1241133023915647
Rbms1,"Isoform 2 of RNA-binding motif, single-stranded-interacting protein 1",,,,0.6336436047156306,0.9550104448843295,0.8009389307712391,,,0.7965309934570665,0.1312344820630304
Anapc4,Anaphase-promoting complex subunit 4,,,,1.3312153277536143,,1.2324867071454972,,,1.2818510174495557,0.04936431030405852
Wwox,Isoform 4 of WW domain-containing oxidoreductase,,,,1.5000962044665163,1.1115151561965562,1.4527300571607096,,,1.3547804726079276,0.17309804274686305
Mrpl37,Large ribosomal subunit protein mL37,,,,1.0801824580611026,,1.161720702538973,,,1.1209515803000378,0.04076912223893525
Imp3,U3 small nucleolar ribonucleoprotein protein IMP3,,,,0.7746581156179045,0.8983188304571198,,,,0.8364884730375122,0.06183035741960763
Rbm10,Isoform 2 of RNA-binding protein 10,,,,1.198347350352636,1.0476995220141503,,,,1.1230234361833933,0.07532391416924289
Nop10,H/ACA ribonucleoprotein complex subunit 3,,,,0.835077056111671,0.6820501996637441,,,,0.7585636278877076,0.07651342822396345
Urah,5-hydroxyisourate hydrolase,,,,0.9749007278755324,0.6291339723411354,,,,0.8020173501083339,0.17288337776719848
Atxn3,Ataxin-3,,,,0.6420894750957047,1.0088275982765074,,,,0.825458536686106,0.18336906159040134
Mrps28,Small ribosomal subunit protein bS1m,,,,1.1082426378389398,1.0967541120503612,,,,1.1024983749446506,0.005744262894289309
Pcbd2,Pterin-4-alpha-carbinolamine dehydratase 2,,,,1.3312185254176012,1.0303176507226508,,,,1.180768088070126,0.1504504373474752
Srsf9,Serine/arginine-rich splicing factor 9,,,,1.1201668883444533,1.0930816923551443,,,,1.106624290349799,0.013542597994654515
Snu13,NHP2-like protein 1,,,,0.2477879513377554,0.23035226074003637,,,,0.2390701060388959,0.008717845298859522
Znf706,Zinc finger protein 706,,,,0.650667612486148,1.3603484670852026,,,,1.0055080397856753,0.3548404272995273
Ciao2b,Cytosolic iron-sulfur assembly component 2B,,,,0.9606843982841012,,1.3556541657816623,,,1.1581692820328817,0.19748488374878054
Mrpl53,Large ribosomal subunit protein mL53,,,,16.33688372011448,0.8979219020179329,,,,8.617402811066206,7.719480909048273
Rabl3,Rab-like protein 3,,,,1.3221434581237317,1.425001724580772,1.1565574403399195,,,1.3012342076814745,0.11058475181488235
Shpk,Sedoheptulokinase,,,,1.0164120104130152,0.9918256140007938,,,,1.0041188122069045,0.01229319820611069
Nvl,Nuclear valosin-containing protein-like,,,,0.95668770589605,1.0662566877015245,,,,1.0114721967987872,0.05478449090273724
Abcb10,"ATP-binding cassette sub-family B member 10, mitochondrial",,,,1.0035468392044329,0.8567510352911387,0.9587681417154165,,,0.9396886720703294,0.06142893798577848
Nudt3,Diphosphoinositol polyphosphate phosphohydrolase 1,,,,0.9536413818546652,0.6331579471571538,,,,0.7933996645059095,0.1602417173487557
Rcl1,RNA 3'-terminal phosphate cyclase-like protein,,,,0.8912651803041599,,1.226088882934508,,,1.058677031619334,0.16741185131517405
Tdp2,Tyrosyl-DNA phosphodiesterase 2,,,,1.536922796214392,1.4447418666952485,,,,1.4908323314548202,0.0460904647595718
Selenok,Selenoprotein K,,,,1.59295060600739,1.5978087224404312,,,,1.5953796642239104,0.0024290582165206187
Cdc42ep4,Cdc42 effector protein 4,,,,0.02179595602740444,1.4210893154109243,,,,0.7214426357191643,0.69964667969176
Numb,Isoform 2 of Protein numb homolog,,,,0.6797090229130713,,1.197374958876097,,,0.9385419908945841,0.2588329679815128
Mpp2,Isoform 2 of MAGUK p55 subfamily member 2,,,,0.639324916930988,0.9142585519120238,,,,0.7767917344215058,0.13746681749051787
Mtmr1,Myotubularin-related protein 1,,,,0.9686465493119675,0.6121317343469596,,,,0.7903891418294635,0.17825740748250396
Top3b,DNA topoisomerase 3-beta-1,,,,1.1765438039107172,1.3448074923851336,,,,1.2606756481479255,0.08413184423720821
Lcmt1,Leucine carboxyl methyltransferase 1,,,,3.4524173548400245,0.07468104276822174,,,,1.7635491988041232,1.6888681560359013
Zbed5,Coiled-coil-helix-coiled-coil-helix domain containing 2-like,,,,0.12151962940947776,0.42994017121316547,,,,0.2757299003113216,0.15421027090184386
Gm20547,Complement C2,,,,1.378906677339328,1.2991325450338291,,,,1.3390196111865786,0.039887066152749395
Srp54c,Signal recognition particle 54 kDa protein,,,,1.2643949869543385,1.4678951564271583,,,,1.3661450716907484,0.1017500847364099
Diaph2,Diaphanous related formin 2,,,,0.7690687766167171,0.760884937859697,,,,0.7649768572382071,0.004091919378510056
Syne2,"Spectrin repeat containing, nuclear envelope 2",,,,1.2925064262548756,,1.1295422073750794,,,1.2110243168149775,0.08148210943989809
Cabp2,Calcium binding protein 2,,,,0.8651754721342801,0.8594736035399251,0.638376013928077,,,0.7876750298674274,0.10559600670072909
Myo15b,Myosin XVB,,,,1.1436923768433442,0.9973878556643028,,,,1.0705401162538235,0.07315226058952073
Mthfsl,5-formyltetrahydrofolate cyclo-ligase,,,,0.7610543001781551,1.3304624055628167,,,,1.045758352870486,0.2847040526923308
Wdr20,WD repeat domain 20,,,,0.1728670071199058,,1.3521059764098173,,,0.7624864917648616,0.5896194846449558
