Gene,Description,exo_K_I_normalized_values,exo_K_II_normalized_values,exo_K_III_normalized_values,exo_C_I_normalized_values,exo_C_II_normalized_values,exo_C_III_normalized_values,average_K,st_deviation_K,average_C,st_deviation_C
Gls,"Isoform 2 of Glutaminase kidney isoform, mitochondrial",1.0622000922921093,1.1117332440139842,1.2970956691228306,1.1550393521003048,1.1899875562370497,1.1383953782432905,1.157009668476308,0.10109879314389698,1.1611407621935483,0.02149974591135721
Fga,Isoform 2 of Fibrinogen alpha chain,0.9184346269777277,0.387824359694517,0.893176060392535,2.23014162647596,0.9920355237421425,0.9882333688628764,0.73314501568826,0.24439621572144735,1.403470173026993,0.5845470514600756
Gcn1,Stalled ribosome sensor GCN1,13.094197786099986,16.15888467289039,13.208980003055773,13.848040095218035,12.32705964630688,15.57921868586076,14.15402082068205,1.418427072206175,13.918106142461893,1.3286124448386711
Rpl3l,Large ribosomal subunit protein uL3-like,,1.5762573333861762,,1.4137499099243895,,1.6424252709245575,1.5762573333861762,0.0,1.5280875904244735,0.11433768050008397
Ascc3,Activating signal cointegrator 1 complex subunit 3,0.4521160409461552,0.5962983980576064,0.7783517397085403,0.48865715909647706,0.5855988442165538,0.5206596221524856,0.6089220595707673,0.13348395761100423,0.5316385418218389,0.040330510256377135
Tns1,Tensin-1,,0.4582398813720491,,0.7997170293469005,0.9414725351596703,0.7517321764010689,0.4582398813720491,0.0,0.8309739136358799,0.0805526558513195
Tex264,Isoform 2 of Testis-expressed protein 264 homolog,,,,4.867045168877194,0.19429802148369552,,,,2.530671595180445,2.3363735736967493
Irf2bp2,Interferon regulatory factor 2-binding protein 2,1.116231250041648,1.1314766744765847,1.1537349586268109,0.32633372223172025,0.8200507724472688,1.1203907532847985,1.1338142943816811,0.01539979197967149,0.7555917493212624,0.3273610304520852
Pi4ka,Phosphatidylinositol 4-kinase alpha,1.2522514943325316,0.988638220676932,1.0576119375336488,1.1847576821535561,1.119637825915813,0.9983386468636966,1.099500550847704,0.11162132847530037,1.1009113849776886,0.07724861971693421
Acacb,Acetyl-CoA carboxylase 2,0.17151352951237323,0.21899506080314582,0.21657654886477548,0.06129437368437526,0.019753589192991625,0.3871955871029941,0.20236171306009818,0.021835294382331345,0.156081183326787,0.16430015199559547
Rnf213,E3 ubiquitin-protein ligase RNF213,0.5459208775635771,0.8998069692653728,3.218570584736873,0.6586270503445707,0.7486239508706339,,1.5547661438552742,1.1853249215856356,0.7036255006076023,0.04499845026303162
Dsp,Desmoplakin,37.08720313260076,6.912391884841218,9.835721067858008,5.605608004960965,18.20777379837597,9.178313325292763,17.945105361766664,13.588019077584446,10.997231709543234,5.303143328102876
Nolc1,Isoform 2 of Nucleolar and coiled-body phosphoprotein 1,1.595315897787877,2.515944620118722,2.0133542572576357,2.157627166655561,1.6016269724601861,2.606445398169534,2.041538258388078,0.3763730990519218,2.1218998457617606,0.41099257759310737
Myo1e,Unconventional myosin-Ie,0.9315253075848343,,,1.0326011210363946,1.1123554435535763,,0.9315253075848343,0.0,1.0724782822949854,0.039877161258590865
Ccdc85c,Coiled-coil domain-containing protein 85C,,1.0454439161731215,1.1159144206099512,1.2059089858912282,,1.0611266344553345,1.0806791683915362,0.035235252218414836,1.1335178101732812,0.07239117571794684
Numa1,Nuclear mitotic apparatus protein 1,1.0632632701837625,1.907832077479043,1.7498382798691108,2.3033720077334374,1.2939710657773857,2.3323104069813088,1.5736445425106387,0.36661268606646513,1.9765511601640438,0.4828015787584183
Tsc22d2,Isoform TSC22D2-1 of TSC22 domain family protein 2,1.218375667201983,1.2373312662878264,,,,1.1550825991131548,1.2278534667449046,0.009477799542921717,1.1550825991131548,0.0
Dnajc21,DnaJ homolog subfamily C member 21,1.185952899371614,0.037461056232500164,0.544122723454957,0.5815502669064291,,0.13280524406677785,0.5891788930196904,0.46995100613514607,0.35717775548660347,0.22437251141982562
Rap1gds1,Rap1 GTPase-GDP dissociation stimulator 1,0.36194610851597386,0.6390436082937064,0.1805951721121719,0.5612095709894487,0.7329068532711456,0.6808284628105296,0.3938616296406174,0.18851647589502057,0.6583149623570413,0.07188014312141237
Smim13,Small integral membrane protein 13,0.37073523826024374,0.04783999448042578,,0.3110517953413653,0.10860362407505175,0.008164868507406067,0.20928761637033477,0.161447621889909,0.14260676264127436,0.12596899800081857
Helz2,Helicase with zinc finger domain 2,0.6765351198686808,0.9998247184148539,0.668544444101109,0.9323550010382718,0.9085538332363237,0.9437293374873497,0.7816347607948813,0.15431808260745014,0.9282127239206485,0.014656008315542519
Sec16a,Isoform 2 of Protein transport protein Sec16A,2.4498322693641277,2.5119957065355005,1.7852018082766306,3.262358220343015,2.664130825809336,2.437667482123988,2.249009928058753,0.3289422970797061,2.7880521760921133,0.34789469596224165
Skic3,Superkiller complex protein 3,0.20625995388726356,0.7543812637228687,0.338178816892805,0.4799851912627804,0.3364161630049784,0.4765384139906247,0.4329400115009791,0.2335865372499752,0.43097992275279456,0.06688148005550801
Farp1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",0.550562193331423,0.6006158303271656,0.6741831469682817,0.13818381923237258,0.34054613575646103,0.43723006690350696,0.6084537235422901,0.050771445203384204,0.30532000729744685,0.1246002264743918
QNG1,Queuosine 5'-phosphate N-glycosylase/hydrolase,0.09069448979455841,0.2642553107338546,0.30800938650025494,0.2639149982101156,0.1873588215329956,0.11385884230825544,0.22098639567622266,0.09384593878710758,0.1883775540171222,0.061264404254109915
Nccrp1,F-box only protein 50,2.3137827603670353,1.2268394764028525,1.2219413529757945,1.388125494164247,0.16932155316632322,,1.5875211965818943,0.5135483697939307,0.7787235236652851,0.6094019704989618
Arfgef1,Brefeldin A-inhibited guanine nucleotide-exchange protein 1,0.45630007485545343,0.7099441563951772,0.8425826403295253,0.7097477815075605,0.8831624788508042,0.5466803297609476,0.6696089571933852,0.1602576078657814,0.7131968633731041,0.13738991056677233
Atp2b1,Plasma membrane calcium-transporting ATPase 1,0.6528647759556286,0.2421230654170471,0.28454523738787313,0.18999582720999522,0.5847578520860266,0.3601198275144848,0.39317769292018295,0.18444140169762038,0.37829116893683556,0.1616723276834388
Trip12,E3 ubiquitin-protein ligase TRIP12,1.3327556191567766,1.2474853949751237,1.311032391271573,1.232689825527378,1.3617608190979187,1.332029523344349,1.297091135134491,0.036180305416134255,1.3088267226565484,0.055188210185026475
Arfip1,Arfaptin-1,0.32698825080352995,1.234603571535759,0.5639796438506692,1.1001033233063415,0.6614152771046803,0.7479020846433218,0.7085238220633195,0.3843706173285922,0.8364735616847812,0.1897287192792858
Hk2,Hexokinase-2,0.1802607335390191,0.33317313113179864,0.8492763243051561,0.16545940854650332,0.6478814409708915,0.25839806903414775,0.45423672965865797,0.28622573997720197,0.35724630618384756,0.20898322872553168
Capn2,Calpain-2 catalytic subunit,0.5063356423019939,1.2650397149203532,0.7028636702604558,0.7910461920004719,0.4850324572162312,0.868015657362713,0.8247463424942677,0.3215063574229518,0.7146981021931387,0.16541020930106157
Bin1,Isoform 2 of Myc box-dependent-interacting protein 1,0.2906102774094237,0.1685055308757937,0.02643654604873204,0.1577114364064896,0.26988117434097814,0.13549571151164458,0.16185078477798312,0.10795108250029258,0.1876961074197041,0.05881708100425464
Sec22b,Vesicle-trafficking protein SEC22b,10.298978261931893,11.776523307389157,11.297958259510782,16.456820344352238,14.707903800897087,14.24077904863564,11.124486609610608,0.6155507833521362,15.135167731294986,0.9538083685047788
Dpysl2,Dihydropyrimidinase-related protein 2,0.24460005086616854,0.4431920214721323,0.3082200060041347,0.7944567105901882,0.4393057653940367,0.5102869791514645,0.3320040261141452,0.08280077458065649,0.5813498183785631,0.15345030424145426
Lgals9,Isoform 2 of Galectin-9,0.637572384334997,,,0.23928846356153693,0.7798856879924271,0.8392981595976945,0.637572384334997,0.0,0.6194907703838862,0.2699355553094584
Emd,Emerin,0.8024947051428138,1.3721855114519876,,1.219822587142077,1.2291255742600253,1.2794356551295505,1.0873401082974008,0.2848454031545869,1.2427946055105508,0.026186017645754765
Gtpbp1,GTP-binding protein 1,1.2960726153429243,1.552911972781973,1.2966564037007697,2.2362840482981623,1.1839594451898916,1.5230888532614237,1.3818803306085556,0.1209378688159436,1.6477774489164927,0.4385637179031646
Alyref,Isoform 2 of THO complex subunit 4,1.8378325736726482,2.283246981925555,1.752042701742312,3.5071704061947333,1.3990382773486165,1.9272068305337813,1.957707419113505,0.23284040420905106,2.2778051713590437,0.895635590185497
Endog,"Endonuclease G, mitochondrial",1.0559783296794096,0.5732563361806882,0.4548321336868774,0.9670262380603991,1.0475004094029303,0.7813811341117493,0.694688933182325,0.2600046075873714,0.9319692605250262,0.11143491650828473
Metap2,Methionine aminopeptidase 2,3.5564121636780013,3.586833046215694,2.706130218427058,4.130614431781084,3.5599481331804297,3.817400733224338,3.2831251427735846,0.40818599891457424,3.8359877660619506,0.23334397275541918
Kng1,Isoform LMW of Kininogen-1,,,1.2564472723879154,0.05942002579384331,0.5258392661402087,1.2431604147149065,1.2564472723879154,0.0,0.6094732355496528,0.4868650105317574
Arg2,"Arginase-2, mitochondrial",0.40703104002434465,,,0.1548031125609052,,,0.40703104002434465,0.0,0.1548031125609052,0.0
Akap1,"Isoform 1 of A-kinase anchor protein 1, mitochondrial",,1.0175468127520952,,,,1.0157569252087082,1.0175468127520952,0.0,1.0157569252087082,0.0
Casp6,Caspase-6,,,1.4258712046945266,,,1.3005881496374023,1.4258712046945266,0.0,1.3005881496374023,0.0
Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",16.427631074786593,23.58963768157272,20.446087205659047,16.52286018059179,15.830175266740564,22.411746304670128,20.154451987339453,2.9311400494614466,18.254927250667492,2.9528869019157944
Ube3a,Ubiquitin-protein ligase E3A,0.825443871181983,0.8456751182224487,0.8771790654175929,0.9117316833042631,0.9243256071644905,0.7735709034306048,0.8494326849406749,0.021287274154300297,0.8698760646331195,0.06829184814813093
Tcof1,Treacle protein,,,,,,,,,,
Cckar,Cholecystokinin receptor type A,1.9201471953638483,2.78351528283342,1.603751004159229,1.6652040314726362,1.4008134608582468,1.5092618428149618,2.102471160785499,0.49859299338853874,1.5250931117152817,0.10851594433905795
Prkcsh,Isoform 2 of Glucosidase 2 subunit beta,1.1885364814827153,2.3451338772213517,1.3039944619368289,2.168348223411803,1.6196361908412769,1.9692476886729104,1.6125549402136319,0.5201516192567677,1.9190773676419968,0.2268024390024327
Eef2k,Eukaryotic elongation factor 2 kinase,0.155651447908823,,0.4343603849153159,0.23835112811808978,,1.0468258248975932,0.29500591641206947,0.13935446850324648,0.6425884765078416,0.4042373483897517
Prdx4,Peroxiredoxin-4,14.94005663581378,18.628647218259147,17.175515007884997,22.24873135911281,19.62579500918306,17.04991214907434,16.914739620652643,1.5171086476509188,19.641479505790073,2.122438031642167
Diaph1,Protein diaphanous homolog 1,0.20848090630629432,0.5060780884255381,0.23134131855748513,0.4203464969316474,0.3669514618820854,0.6467880179923997,0.3153001044297725,0.1352228506212123,0.4780286589353775,0.12130553269599509
Ercc2,General transcription and DNA repair factor IIH helicase subunit XPD,,,,,,,,,,
RO60,RNA-binding protein Ro60,0.29283073005168797,0.33915418664867786,0.5500013893415169,0.468917882406133,0.3301831461083717,0.6618256902771976,0.39399543534729425,0.11192217212274172,0.4869755729305674,0.13599327046095602
Galnt1,Polypeptide N-acetylgalactosaminyltransferase 1,0.6083163409232765,0.35369376732514346,0.8919612232836827,0.6800574713887401,0.7867911011011973,0.43413484888678655,0.6179904438440342,0.21985321578500286,0.633661140458908,0.1476619398023548
Faah,Fatty-acid amide hydrolase 1,0.5793521949084963,0.6780030970259052,0.7386104234238154,0.6214389287683525,0.9147935454812474,0.5746717506012035,0.6653219051194057,0.06563233607801622,0.7036347416169345,0.15052756685622956
Aip,AH receptor-interacting protein,0.7911891022010168,0.8818628927519301,,0.7360260226541251,0.7741189351526339,1.046979041504398,0.8365259974764734,0.04533689527545664,0.8523746664370524,0.1384820435824777
Flot1,Flotillin-1,0.2959351767321706,0.15321937446654454,0.5236193117069808,0.03078187632527409,0.3567818620843383,0.09483760292901637,0.3242579543018987,0.15253559841094583,0.16080044711287625,0.14102557755798686
Sdcbp,Syntenin-1,0.5811792954702454,1.1371744553226706,0.9572916106422159,0.16922548153185948,0.6002317746346321,0.9830699772988779,0.891881787145044,0.23164842355356727,0.5841757444884564,0.33244454464928863
Atox1,Copper transport protein ATOX1,0.6695260839047448,0.14816924339696452,0.35859464953295944,0.07369662650648348,0.9055799709458531,0.2943628174100315,0.3920966589448896,0.2141573055210298,0.42454647162078935,0.35186959000616247
Degs1,Sphingolipid delta(4)-desaturase DES1,,0.6975503492575362,0.7644581221722327,0.3050379260713653,,0.621925692613852,0.7310042357148845,0.03345388645734826,0.46348180934260863,0.15844388327124334
Pex5,Isoform 2 of Peroxisomal targeting signal 1 receptor,1.2516048109622144,1.1670682446266654,,0.47750506369472123,0.1998416289356771,0.928012531582228,1.20933652779444,0.042268283167774534,0.5351197414042087,0.3000531110553033
Snap23,Synaptosomal-associated protein 23,0.11400718790051545,0.20873523018654716,0.616917680853543,0.18641153657735157,0.04193881613104768,0.12567109075913035,0.3132200329802019,0.21820104871682902,0.11800714782250987,0.05922918061389898
Psmb1,Proteasome subunit beta type-1,5.622520135450609,3.395553989986216,2.3892300580651353,4.7138040667244585,3.8484370195647104,3.16435921378778,3.8024347278339867,1.3509762228979703,3.9088667666923165,0.6339998179949377
Map2k3,Isoform 1 of Dual specificity mitogen-activated protein kinase kinase 3,0.4258869926988167,0.6256519944426622,0.38228840970832945,0.9130501544552455,1.1190697220872268,0.5275484671830648,0.47794246561660275,0.10595215205996512,0.8532227812418457,0.24516502563247775
Ndufb11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",1.4687694357631367,1.5041655367284792,1.6339355966653626,0.11426545410817614,1.583226046602049,1.4749301328230318,1.535623523052326,0.07100314009233911,1.057473877844419,0.6684128460717292
Sypl1,Isoform 2 of Synaptophysin-like protein 1,0.6459501422697861,0.4610255050062011,0.5230937747926439,0.1265705496244988,0.45394771691300506,0.031139435925178996,0.543356474022877,0.07684275329892117,0.20388590082089428,0.18106160694808934
Ntn1,Netrin-1,0.6494532442175829,,0.30241777335955916,,,,0.47593550878857105,0.17351773542901186,,
Gsto1,Glutathione S-transferase omega-1,4.5260929284919404,6.026117362420164,4.548700623211126,5.60457748506699,5.207928341110604,5.0555880360388095,5.03363697137441,0.7018503030907558,5.289364620738801,0.2314033340523681
Man2b1,Lysosomal alpha-mannosidase,0.17428279257487211,0.4964584816389898,0.7033095048939458,0.4282703244411251,0.6201467005788643,0.3937490535135075,0.4580169263692692,0.2176780963800266,0.4807220261778323,0.09959035900624733
Sod3,Extracellular superoxide dismutase [Cu-Zn],,,,,,,,,,
Rpl21,Large ribosomal subunit protein eL21,41.880026227174085,49.57776425941369,44.22773315582971,52.1584900514375,44.527090774743144,48.72203572558493,45.22850788080583,3.2212787565251464,48.46920551725518,3.12063092613933
Gclm,Glutamate--cysteine ligase regulatory subunit,0.6251628439297114,0.8836312429684046,1.3613786564296975,0.2624290534452714,0.4741507542669313,0.8845721064437408,0.9567242477759379,0.3049703495506836,0.5403839713853146,0.258270689892023
Vps26c,Vacuolar protein sorting-associated protein 26C,0.65540280896755,0.5876552138585645,0.5521977164518196,0.7884501087383404,0.6682112670787411,0.45580499722229223,0.5984185797593113,0.04281518667038709,0.6374887910131245,0.13752841029058402
Agpat1,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,0.14566590811659666,0.2784990722522978,0.7500850923032583,0.48056115837606606,0.16305012611358083,0.15534391630217426,0.39141669089071757,0.25934973684511564,0.2663184002639404,0.15152517056038897
Scarb2,Lysosome membrane protein 2,0.12316054384597107,0.569910516695242,0.5386684099465022,0.3451484218349288,0.020186122789756365,0.6223639163652398,0.41057982349590505,0.2036359481106584,0.329232820329975,0.24609551471912655
Grcc10,Protein C10,,0.8826723046662064,0.7414825075676305,0.8593942571440578,1.2137459081202566,0.712722710848892,0.8120774061169185,0.07059489854928797,0.9286209587044022,0.21031771712926597
Phb2,Prohibitin-2,6.643604051301529,7.362371741352107,4.047901771297575,8.162921367730679,7.937138234473016,6.662585094845931,6.017959187983737,1.4236107653534322,7.587548232349874,0.6605109689332783
Emg1,Ribosomal RNA small subunit methyltransferase NEP1,1.0215305913358699,1.0282610560440077,1.0237322102991382,0.8705433486796442,1.1084882526519428,0.8069980937266815,1.0245079525596719,0.0028019184901249194,0.928676565019423,0.12976564032567958
Atp5if1,"ATPase inhibitor, mitochondrial",0.03546221576584679,0.0566424221701908,0.518484585664502,1.3146389606416335,0.4377906433085184,0.00435482831614291,0.20352974120017986,0.22287450254121585,0.5855948107554316,0.5450355834206285
