Gene,Description,endo_K_I_normalized_values,endo_K_II_normalized_values,endo_C_I_normalized_values,endo_C_II_normalized_values,endo_C_III_normalized_values,average_K,st_deviation_K,average_C,st_deviation_C
Foxp1,Isoform 2 of Forkhead box protein P1,,,1.1806558802965803,1.130868558796213,,,,1.1557622195463968,0.02489366075018362
PPIA,Peptidyl-prolyl cis-trans isomerase A,,,0.9971355780866605,,,,,0.9971355780866605,0.0
Was,Actin nucleation-promoting factor WAS,,,1.5608077686047659,1.6127067632785497,,,,1.5867572659416578,0.02594949733689189
Serpinf1,Pigment epithelium-derived factor,,,1.1070201983593893,1.1342707175679771,0.6314570801084263,,,0.9575826653452642,0.23087380493657417
Rbbp6,Isoform 2 of E3 ubiquitin-protein ligase RBBP6,,,1.4357716159435108,1.416369971844406,,,,1.4260707938939583,0.00970082204955236
Apoh,Beta-2-glycoprotein 1,,,1.6781493120349278,1.1975551709443994,,,,1.4378522414896637,0.24029707054526417
Aqp1,Aquaporin-1,,,1.364914545152553,1.1675627093254348,,,,1.266238627238994,0.0986759179135591
Yes1,Tyrosine-protein kinase Yes,,,1.3400123580506265,1.3662943005813257,,,,1.353153329315976,0.013140971265349632
Afg2a,ATPase family gene 2 protein homolog A,,,1.3274168976352307,1.3565450075948928,,,,1.341980952615062,0.014564054979831043
Mars2,"Methionine--tRNA ligase, mitochondrial",,,1.6785393122202008,1.441390231032076,,,,1.5599647716261384,0.11857454059406236
Acbd5,Isoform 2 of Acyl-CoA-binding domain-containing protein 5,0.11710132304256812,0.5054035005961989,0.5997839453905479,0.3865856509187246,0.5124756771876836,0.3112524118193835,0.1941510887768154,0.499615091165652,0.08751161521400508
Leo1,RNA polymerase-associated protein LEO1,,,1.341007730444978,1.31840113417633,,,,1.329704432310654,0.011303298134323958
Flot2,Isoform 2 of Flotillin-2,,,1.2222186178810788,1.2916569239770836,,,,1.2569377709290812,0.03471915304800244
Rgl2,Ral guanine nucleotide dissociation stimulator-like 2,,,1.2088249710632442,1.242253874297652,,,,1.2255394226804481,0.016714451617203974
Ppp1r14b,Protein phosphatase 1 regulatory subunit 14B,,,0.7927653722350813,1.1083262667129514,,,,0.9505458194740164,0.15778044723893508
Krt12,"Keratin, type I cytoskeletal 12",,,1.1249765564334184,,1.0340883597218629,,,1.0795324580776406,0.045444098355777784
Cd34,Hematopoietic progenitor cell antigen CD34,,,1.063068524773146,1.5593863185067711,,,,1.3112274216399586,0.24815889686681258
Azgp1,Zinc-alpha-2-glycoprotein,,,1.3281384719247649,1.3184829736587758,,,,1.3233107227917702,0.004827749132994552
Retreg2,Isoform 2 of Reticulophagy regulator 2,,,1.2495885471229504,1.3039273464743906,,,,1.2767579467986705,0.027169399675720074
G6pc3,Glucose-6-phosphatase 3,,,0.705484055611878,0.8534141668202272,,,,0.7794491112160526,0.0739650556041746
Galnt10,Polypeptide N-acetylgalactosaminyltransferase 10,,,0.8712066521546791,0.8491901246336293,,,,0.8601983883941542,0.011008263760524883
Taok2,Serine/threonine-protein kinase TAO2,,,1.1733761368707738,1.1518235244584274,,,,1.1625998306646006,0.010776306206173203
Serpina12,Serpin A12,,,0.920563347686051,,0.5638886375850839,,,0.7422259926355674,0.17833735505048354
Celf6,CUGBP Elav-like family member 6,,,1.3850171150225077,1.5578614485328532,,,,1.4714392817776805,0.08642216675517278
Erbin,Isoform 1 of Erbin,,,0.961805318772373,1.408342618590403,0.2750321166262649,,,0.8817266846630137,0.46612417100751685
Atg2b,Autophagy-related protein 2 homolog B,,,0.09654653917700327,,1.23037447961774,,,0.6634605093973717,0.5669139702203684
Lyset,Lysosomal enzyme trafficking factor,,,1.4112995878157812,1.3042889139485967,,,,1.357794250882189,0.053505336933592273
Ubap1,Isoform 2 of Ubiquitin-associated protein 1,,,1.1691882463952166,1.1216947408307523,,,,1.1454414936129844,0.02374675278223215
Dennd6a,Isoform 2 of Protein DENND6A,,,1.2694184565308333,0.8982879048560308,1.0760737858399299,,,1.0812600490755981,0.15155778785966548
Mterf2,"Transcription termination factor 2, mitochondrial",,,1.482730875656623,1.4739172247565826,,,,1.4783240502066028,0.004406825450020246
Cnot4,Isoform 3 of CCR4-NOT transcription complex subunit 4,,,1.050622664378813,0.8570025913996888,,,,0.9538126278892509,0.0968100364895621
Ss18l1,Calcium-responsive transactivator,,,1.4300047911011635,1.4597210291747436,,,,1.4448629101379535,0.014858119036790018
Cdan1,Isoform 2 of Codanin-1,,,0.742707693747873,1.1955269294169708,,,,0.9691173115824219,0.22640961783454888
Wdr24,GATOR complex protein WDR24,,,1.4292884337162206,1.3500075316174418,1.2662821636947885,,,1.3485260430094836,0.06655527588877604
Get1,Guided entry of tail-anchored proteins factor 1,,,1.3326854512069906,1.4409470198636603,,,,1.3868162355353255,0.05413078432833485
Brd3,Bromodomain-containing protein 3,,,0.907852611556435,0.9980889110331319,,,,0.9529707612947835,0.04511814973834844
Ushbp1,Harmonin-binding protein USHBP1,,,1.2825860374830533,1.4065692043509632,,,,1.3445776209170082,0.061991583433954944
Psme3ip1,PSME3-interacting protein,,,1.0854407894330544,0.6636404213070928,,,,0.8745406053700736,0.21090018406298083
Rnf126,E3 ubiquitin-protein ligase RNF126,,,1.6972388906748077,1.6183183299918515,,,,1.6577786103333296,0.03946028034147808
Galnt11,Polypeptide N-acetylgalactosaminyltransferase 11,,,0.8137911229411512,1.2816713145903835,,,,1.0477312187657675,0.23394009582461617
Rnf34,E3 ubiquitin-protein ligase RNF34,,,1.3753537825158613,1.3112259403179436,,,,1.3432898614169024,0.032063921098958836
Rpp14,Ribonuclease P protein subunit p14,,,1.4575438878193243,1.5315605260374237,,,,1.494552206928374,0.03700831910904967
Mrpl20,Large ribosomal subunit protein bL20m,,,1.4877245422369374,1.4984540293939728,,,,1.4930892858154552,0.005364743578517683
Rbm7,RNA-binding protein 7,,,1.1204162342269897,0.9969377830018828,,,,1.0586770086144361,0.061739225612553406
Ppdpf,Pancreatic progenitor cell differentiation and proliferation factor,,,1.3531440707522777,1.3716661779970298,,,,1.3624051243746538,0.009261053622376059
Rrs1,Ribosome biogenesis regulatory protein homolog,,,1.2161739806802259,1.2898074371086807,,,,1.2529907088944534,0.036816728214227434
Dph7,Diphthine methyltransferase,,,1.2451497739178825,0.3240512444736326,,,,0.7846005091957575,0.460549264722125
Ift46,Intraflagellar transport protein 46 homolog,,,1.402681391447592,1.3790702572021996,,,,1.3908758243248958,0.011805567122696203
Susd2,Isoform 2 of Sushi domain-containing protein 2,,,1.3182720539359676,1.3583878554622189,,,,1.3383299546990932,0.020057900763125636
Ikbip,Isoform 2 of Inhibitor of nuclear factor kappa-B kinase-interacting protein,,,1.1601031776962216,1.0778821750314433,,,,1.1189926763638325,0.04111050133238914
Pgpep1,Pyroglutamyl-peptidase 1,,,1.2150603584484765,1.4298810509933844,,,,1.3224707047209305,0.10741034627245394
Wdr12,Ribosome biogenesis protein WDR12,,,0.19377663912379411,0.372689936881611,,,,0.28323328800270253,0.08945664887890845
Rilpl1,RILP-like protein 1,,,1.2663390688946696,1.3944817370602802,,,,1.330410402977475,0.0640713340828053
Tspan3,Tetraspanin-3,,,0.9238686711715153,,0.9088963177010413,,,0.9163824944362783,0.0074861767352369935
Prkab1,5'-AMP-activated protein kinase subunit beta-1,,,1.293579176847215,1.2634416677697557,,,,1.2785104223084853,0.015068754538729578
Eci2,Isoform 2 of Enoyl-CoA delta isomerase 2,0.3974627141853891,0.4489482887033538,0.08791881911382819,0.15153582254580195,0.4086111680280271,0.4232055014443714,0.025742787258982353,0.21602193656255242,0.13863558907861664
Aloxe3,Hydroperoxide isomerase ALOXE3,,,1.3065338560855924,1.3830782648698363,,,,1.3448060604777143,0.03827220439212198
Ap4s1,AP-4 complex subunit sigma-1,,,1.3526919390210488,1.416330565012276,,,,1.3845112520166625,0.03181931299561358
Gys1,"Glycogen [starch] synthase, muscle",,,1.275359974542806,0.7856156732825471,,,,1.0304878239126765,0.2448721506301294
Arih2,E3 ubiquitin-protein ligase ARIH2,,,1.0665504754209034,1.4800558978972187,,,,1.273303186659061,0.20675271123815764
Ighv5-9,Immunoglobulin heavy variable 5-9 (Fragment),,,,0.713995731567281,0.6576005371435445,,,0.6857981343554127,0.028197597211868264
Spata6l,Spermatogenesis associated 6 like,,,1.680532642708344,1.6500726436650022,,,,1.665302643186673,0.015229999521670923
Ntrk2,"Neurotrophic tyrosine kinase, receptor, type 2",,,1.0348962161027155,1.1205396436380013,,,,1.0777179298703583,0.04282171376764288
Acbd5,Acyl-CoA-binding domain-containing protein 5,,,1.1684536379702244,1.1542938914195116,,,,1.161373764694868,0.007079873275356419
Lztr1,"Leucine-zipper-like transcriptional regulator, 1 (Fragment)",,,1.3594522347691578,1.3243192251712619,,,,1.3418857299702098,0.017566504798947946
Bltp3a,UHRF1 (ICBP90) binding protein 1,,,1.341108834380994,1.1873949540494804,,,,1.2642518942152372,0.07685694016575684
Tsen34,tRNA splicing endonuclease subunit 34 (Fragment),,,0.9357194468975996,1.3072001960160622,,,,1.1214598214568308,0.1857403745592313
Eci2,Enoyl-Coenzyme A delta isomerase 2 (Fragment),,,1.4223260438603533,1.4775673938259535,,,,1.4499467188431534,0.027620674982800075
Slc4a1ap,"Solute carrier family 4 (anion exchanger), member 1, adaptor protein",,,1.273710928878801,1.2404285761758007,,,,1.257069752527301,0.016641176351500198
C6,Complement component C6,,,1.3710446680797275,1.3783399225864,,,,1.3746922953330638,0.0036476272533362275
Slc35c1,"Solute carrier family 35, member C1 (Fragment)",,,1.0407188341957208,1.4241527677933197,,,,1.2324358009945202,0.19171696679879946
Prcc,Papillary Renal Cell carcinoma (Translocation-associated),,,1.2375968337127101,1.1234121240369737,,,,1.180504478874842,0.05709235483786823
